Time [10ms],UTC,Lat [deg],Lon [deg],Alt [m],SpeedKMh,Course [deg],Fix,NumSat,HDOP
7565,122141.20,47.337606,8.567693,405.300000,,,1,12,0.620000
7583,122141.40,47.337608,8.567693,,2.766888,346.600000,0,0,
7585,122141.40,47.337608,8.567693,405.400000,,,1,12,0.620000
7604,122141.60,47.337609,8.567692,,2.570576,346.860000,0,0,
7606,122141.60,47.337609,8.567692,405.400000,,,1,12,0.620000
7637,122141.90,47.337611,8.567691,,2.596504,341.750000,0,0,
7640,122141.90,47.337611,8.567691,405.300000,,,1,12,0.620000
7664,122142.20,47.337613,8.567690,,2.839116,339.160000,0,0,
7667,122142.20,47.337613,8.567690,405.400000,,,1,12,0.620000
7693,122142.50,47.337615,8.567689,,2.557612,340.960000,0,0,
7695,122142.50,47.337615,8.567689,405.400000,,,1,12,0.620000
7711,122142.70,47.337616,8.567689,,2.829856,345.260000,0,0,
7713,122142.70,47.337616,8.567689,405.300000,,,1,12,0.620000
7732,122142.90,47.337617,8.567688,,2.781704,344.400000,0,0,
7735,122142.90,47.337617,8.567688,405.400000,,,1,12,0.620000
7762,122143.20,47.337619,8.567688,,2.340928,342.630000,0,0,
7765,122143.20,47.337619,8.567688,405.400000,,,1,12,0.620000
7784,122143.40,47.337620,8.567687,,2.550204,340.860000,0,0,
7787,122143.40,47.337620,8.567687,405.300000,,,1,12,0.620000
7812,122143.70,47.337622,8.567686,,2.624284,337.190000,0,0,
7814,122143.70,47.337622,8.567686,405.300000,,,1,12,0.620000
7832,122143.90,47.337623,8.567685,,2.822448,335.020000,0,0,
7835,122143.90,47.337623,8.567685,405.400000,,,1,12,0.620000
7861,122144.20,47.337625,8.567684,,2.618728,334.750000,0,0,
7863,122144.20,47.337625,8.567684,405.500000,,,1,12,0.620000
7883,122144.40,47.337626,8.567683,,2.357596,335.830000,0,0,
7886,122144.40,47.337626,8.567683,405.500000,,,1,12,0.620000
7903,122144.60,47.337627,8.567682,,2.589096,338.550000,0,0,
7904,122144.60,47.337627,8.567682,405.500000,,,1,12,0.620000
7924,122144.80,47.337628,8.567682,,2.440936,339.080000,0,0,
7926,122144.80,47.337628,8.567682,405.500000,,,1,12,0.620000
7955,122145.10,47.337630,8.567681,,2.609468,342.570000,0,0,
7957,122145.10,47.337630,8.567681,405.500000,,,1,12,0.620000
7986,122145.40,47.337632,8.567680,,3.116916,341.830000,0,0,
7988,122145.40,47.337632,8.567680,405.400000,,,1,12,0.620000
8013,122145.70,47.337634,8.567679,,2.527980,338.390000,0,0,
8015,122145.70,47.337634,8.567679,405.400000,,,1,12,0.620000
8037,122145.90,47.337635,8.567678,,2.796520,336.410000,0,0,
8039,122145.90,47.337635,8.567678,405.400000,,,1,12,0.620000
8066,122146.20,47.337637,8.567677,,3.081728,333.670000,0,0,
8068,122146.20,47.337637,8.567677,405.500000,,,1,12,0.620000
8095,122146.50,47.337639,8.567676,,2.335372,334.730000,0,0,
8097,122146.50,47.337639,8.567676,405.500000,,,1,12,0.620000
8124,122146.80,47.337640,8.567675,,2.357596,343.600000,0,0,
8126,122146.80,47.337640,8.567675,405.500000,,,1,12,0.620000
8148,122147.00,47.337642,8.567675,,2.527980,345.360000,0,0,
8149,122147.00,47.337642,8.567675,405.400000,,,1,12,0.620000
8176,122147.30,47.337644,8.567674,,2.928012,339.770000,0,0,
8178,122147.30,47.337644,8.567674,405.400000,,,1,12,0.620000
8205,122147.60,47.337646,8.567672,,2.902084,337.270000,0,0,
8207,122147.60,47.337646,8.567672,405.300000,,,1,12,0.620000
8235,122147.90,47.337648,8.567671,,2.924308,335.460000,0,0,
8238,122147.90,47.337648,8.567671,405.300000,,,1,12,0.620000
8263,122148.20,47.337650,8.567669,,3.122472,334.790000,0,0,
8265,122148.20,47.337650,8.567669,405.300000,,,1,12,0.620000
8283,122148.40,47.337652,8.567669,,2.844672,337.250000,0,0,
8285,122148.40,47.337652,8.567669,405.300000,,,1,12,0.620000
8303,122148.60,47.337653,8.567668,,2.476124,338.770000,0,0,
8305,122148.60,47.337653,8.567668,405.300000,,,1,12,0.620000
8323,122148.80,47.337654,8.567667,,2.772444,337.220000,0,0,
8325,122148.80,47.337654,8.567667,405.300000,,,1,12,0.620000
8345,122149.00,47.337655,8.567667,,2.655768,336.590000,0,0,
8348,122149.00,47.337655,8.567667,405.300000,,,1,12,0.620000
8371,122149.30,47.337657,8.567665,,2.440936,334.700000,0,0,
8373,122149.30,47.337657,8.567665,405.300000,,,1,12,0.620000
8392,122149.50,47.337658,8.567665,,2.633544,334.880000,0,0,
8394,122149.50,47.337658,8.567665,405.300000,,,1,12,0.620000
8413,122149.70,47.337659,8.567664,,2.646508,337.260000,0,0,
8415,122149.70,47.337659,8.567664,405.300000,,,1,12,0.620000
8436,122149.90,47.337660,8.567664,,2.594652,336.070000,0,0,
8438,122149.90,47.337660,8.567664,405.300000,,,1,12,0.620000
8463,122150.20,47.337662,8.567663,,2.483532,337.280000,0,0,
8465,122150.20,47.337662,8.567663,405.300000,,,1,12,0.620000
8483,122150.40,47.337663,8.567662,,2.589096,337.960000,0,0,
8484,122150.40,47.337663,8.567662,405.300000,,,1,12,0.620000
