Time [10ms],UTC,Lat [deg],Lon [deg],Alt [m],SpeedKMh,Course [deg],Fix,NumSat,HDOP
522,121811.60,47.337643,8.567757,,3.150252,155.340000,0,0,
524,121811.60,47.337643,8.567757,410.300000,,,1,12,0.730000
542,121811.80,47.337640,8.567758,,3.798452,156.040000,0,0,
544,121811.80,47.337640,8.567758,410.300000,,,1,12,0.730000
563,121812.00,47.337637,8.567758,,4.211448,162.970000,0,0,
565,121812.00,47.337637,8.567758,410.300000,,,1,12,0.810000
580,121812.20,47.337634,8.567758,,5.117076,167.320000,0,0,
582,121812.20,47.337634,8.567758,410.400000,,,1,12,0.810000
600,121812.40,47.337632,8.567759,,4.992992,167.090000,0,0,
603,121812.40,47.337632,8.567759,410.500000,,,1,12,0.810000
617,121812.60,47.337629,8.567760,,4.731860,170.490000,0,0,
619,121812.60,47.337629,8.567760,410.600000,,,1,12,0.810000
638,121812.80,47.337627,8.567760,,4.792976,171.870000,0,0,
640,121812.80,47.337627,8.567760,410.700000,,,1,12,0.810000
659,121813.00,47.337624,8.567761,,4.574440,171.610000,0,0,
661,121813.00,47.337624,8.567761,410.700000,,,1,12,0.810000
678,121813.20,47.337623,8.567762,,3.933648,167.280000,0,0,
680,121813.20,47.337623,8.567762,410.800000,,,1,12,0.810000
699,121813.40,47.337620,8.567763,,4.144776,160.600000,0,0,
702,121813.40,47.337620,8.567763,410.900000,,,1,12,0.750000
718,121813.60,47.337618,8.567764,,3.681776,158.830000,0,0,
720,121813.60,47.337618,8.567764,410.900000,,,1,12,0.750000
738,121813.80,47.337616,8.567765,,3.741040,156.620000,0,0,
740,121813.80,47.337616,8.567765,410.900000,,,1,12,0.750000
758,121814.00,47.337614,8.567768,,4.113292,148.950000,0,0,
760,121814.00,47.337614,8.567768,411.000000,,,1,12,0.750000
778,121814.20,47.337612,8.567768,,3.583620,151.890000,0,0,
779,121814.20,47.337612,8.567768,410.900000,,,1,12,0.750000
799,121814.40,47.337611,8.567769,,3.439164,154.550000,0,0,
801,121814.40,47.337611,8.567769,410.900000,,,1,12,0.720000
817,121814.60,47.337609,8.567771,,4.089216,153.690000,0,0,
819,121814.60,47.337609,8.567771,411.000000,,,1,12,0.720000
840,121814.80,47.337606,8.567772,,4.352200,156.590000,0,0,
842,121814.80,47.337606,8.567772,411.000000,,,1,12,0.720000
860,121815.00,47.337604,8.567772,,4.663336,163.280000,0,0,
862,121815.00,47.337604,8.567772,411.100000,,,1,12,0.720000
880,121815.20,47.337601,8.567772,,5.233752,168.860000,0,0,
882,121815.20,47.337601,8.567772,411.100000,,,1,12,0.720000
900,121815.40,47.337599,8.567772,,5.018920,174.370000,0,0,
902,121815.40,47.337599,8.567772,411.200000,,,1,12,0.720000
920,121815.60,47.337597,8.567773,,4.778160,171.870000,0,0,
922,121815.60,47.337597,8.567773,411.200000,,,1,12,0.720000
939,121815.80,47.337594,8.567774,,4.226264,170.640000,0,0,
941,121815.80,47.337594,8.567774,411.300000,,,1,12,0.720000
959,121816.00,47.337593,8.567775,,3.868828,165.810000,0,0,
962,121816.00,47.337593,8.567775,411.600000,,,1,12,0.720000
980,121816.20,47.337591,8.567776,,4.131812,161.220000,0,0,
982,121816.20,47.337591,8.567776,411.600000,,,1,12,0.720000
1001,121816.40,47.337588,8.567777,,4.592960,163.230000,0,0,
1003,121816.40,47.337588,8.567777,411.700000,,,1,12,0.720000
1021,121816.60,47.337585,8.567777,,4.805940,166.410000,0,0,
1023,121816.60,47.337585,8.567777,411.900000,,,1,12,0.720000
1041,121816.80,47.337584,8.567778,,4.126256,165.210000,0,0,
1043,121816.80,47.337584,8.567778,411.800000,,,1,12,0.750000
1062,121817.00,47.337581,8.567779,,3.944760,165.480000,0,0,
1064,121817.00,47.337581,8.567779,411.800000,,,1,12,0.750000
1082,121817.20,47.337579,8.567779,,3.676220,168.330000,0,0,
1084,121817.20,47.337579,8.567779,412.000000,,,1,12,0.750000
1100,121817.40,47.337576,8.567780,,3.972540,167.290000,0,0,
1102,121817.40,47.337576,8.567780,412.200000,,,1,12,0.750000
1120,121817.60,47.337573,8.567781,,4.211448,165.120000,0,0,
1122,121817.60,47.337573,8.567781,412.500000,,,1,12,0.750000
1140,121817.80,47.337570,8.567782,,4.741120,163.620000,0,0,
1142,121817.80,47.337570,8.567782,412.700000,,,1,12,0.750000
1160,121818.00,47.337567,8.567783,,4.357756,165.450000,0,0,
1163,121818.00,47.337567,8.567783,412.900000,,,1,12,0.750000
1182,121818.20,47.337565,8.567783,,4.792976,168.370000,0,0,
1184,121818.20,47.337565,8.567783,413.000000,,,1,12,0.750000
1202,121818.40,47.337563,8.567785,,4.694820,163.620000,0,0,
1204,121818.40,47.337563,8.567785,412.800000,,,1,12,0.750000
1221,121818.60,47.337561,8.567786,,4.457764,161.800000,0,0,
1223,121818.60,47.337561,8.567786,412.900000,,,1,12,0.750000
1242,121818.80,47.337559,8.567788,,4.392944,156.890000,0,0,
1244,121818.80,47.337559,8.567788,413.100000,,,1,12,0.750000
1261,121819.00,47.337557,8.567791,,4.578144,150.700000,0,0,
1263,121819.00,47.337557,8.567791,413.200000,,,1,12,0.750000
1281,121819.20,47.337555,8.567791,,4.681856,156.590000,0,0,
1283,121819.20,47.337555,8.567791,413.100000,,,1,12,0.750000
1301,121819.40,47.337552,8.567792,,4.828164,159.090000,0,0,
1303,121819.40,47.337552,8.567792,413.100000,,,1,12,0.750000
1321,121819.60,47.337550,8.567793,,4.292936,159.490000,0,0,
1324,121819.60,47.337550,8.567793,413.200000,,,1,12,0.700000
1340,121819.80,47.337549,8.567795,,4.476284,158.840000,0,0,
1342,121819.80,47.337549,8.567795,412.900000,,,1,12,0.670000
1358,121820.00,47.337548,8.567796,,3.431756,158.460000,0,0,
1361,121820.00,47.337548,8.567796,412.700000,,,1,12,0.670000
1378,121820.20,47.337546,8.567797,,3.628068,159.110000,0,0,
1380,121820.20,47.337546,8.567797,412.700000,,,1,12,0.700000
1399,121820.40,47.337544,8.567799,,3.805860,157.070000,0,0,
1401,121820.40,47.337544,8.567799,412.600000,,,1,12,0.700000
1419,121820.60,47.337543,8.567801,,4.218856,151.370000,0,0,
1421,121820.60,47.337543,8.567801,412.300000,,,1,12,0.670000
1440,121820.80,47.337541,8.567803,,3.902164,148.350000,0,0,
1442,121820.80,47.337541,8.567803,412.300000,,,1,12,0.670000
1459,121821.00,47.337539,8.567805,,4.261452,146.430000,0,0,
1461,121821.00,47.337539,8.567805,412.300000,,,1,12,0.670000
1479,121821.20,47.337537,8.567807,,5.217084,149.320000,0,0,
1481,121821.20,47.337537,8.567807,412.200000,,,1,12,0.670000
1499,121821.40,47.337534,8.567808,,5.409692,153.080000,0,0,
1501,121821.40,47.337534,8.567808,412.200000,,,1,12,0.670000
1519,121821.60,47.337532,8.567811,,5.424508,151.070000,0,0,
1521,121821.60,47.337532,8.567811,412.100000,,,1,12,0.670000
1539,121821.80,47.337529,8.567813,,5.481920,150.390000,0,0,
1541,121821.80,47.337529,8.567813,412.100000,,,1,12,0.670000
1559,121822.00,47.337527,8.567816,,5.813428,149.120000,0,0,
1562,121822.00,47.337527,8.567816,412.100000,,,1,12,0.670000
1579,121822.20,47.337524,8.567817,,5.511552,152.220000,0,0,
1582,121822.20,47.337524,8.567817,412.000000,,,1,12,0.670000
1599,121822.40,47.337522,8.567817,,4.411464,156.060000,0,0,
1602,121822.40,47.337522,8.567817,412.000000,,,1,12,0.670000
1618,121822.60,47.337522,8.567817,,3.461388,159.040000,0,0,
1621,121822.60,47.337522,8.567817,412.000000,,,1,12,0.700000
1639,121822.80,47.337520,8.567818,,3.265076,160.080000,0,0,
1641,121822.80,47.337520,8.567818,412.100000,,,1,12,0.700000
1659,121823.00,47.337520,8.567818,,3.015056,,0,0,
1661,121823.00,47.337520,8.567818,411.900000,,,1,12,0.700000
1679,121823.20,47.337518,8.567820,,3.415088,161.210000,0,0,
1682,121823.20,47.337518,8.567820,411.700000,,,1,12,0.700000
1701,121823.40,47.337513,8.567823,,5.431916,157.840000,0,0,
1703,121823.40,47.337513,8.567823,411.700000,,,1,12,0.700000
1720,121823.60,47.337509,8.567825,,6.009740,158.980000,0,0,
1722,121823.60,47.337509,8.567825,411.800000,,,1,12,0.700000
1740,121823.80,47.337507,8.567829,,6.204200,154.910000,0,0,
1742,121823.80,47.337507,8.567829,411.800000,,,1,12,0.710000
1759,121824.00,47.337503,8.567831,,6.769060,155.300000,0,0,
1761,121824.00,47.337503,8.567831,411.800000,,,1,12,0.700000
1778,121824.20,47.337500,8.567831,,6.654236,159.040000,0,0,
1780,121824.20,47.337500,8.567831,411.700000,,,1,12,0.700000
1798,121824.40,47.337498,8.567832,,6.428292,162.780000,0,0,
1800,121824.40,47.337498,8.567832,411.700000,,,1,12,0.700000
1818,121824.60,47.337495,8.567831,,5.498588,166.890000,0,0,
1820,121824.60,47.337495,8.567831,412.100000,,,1,12,0.700000
1838,121824.80,47.337494,8.567831,,4.344792,167.950000,0,0,
1840,121824.80,47.337494,8.567831,412.300000,,,1,12,0.700000
1859,121825.00,47.337493,8.567830,,3.611400,171.090000,0,0,
1861,121825.00,47.337493,8.567830,412.500000,,,1,12,0.700000
1879,121825.20,47.337491,8.567830,,3.500280,172.840000,0,0,
1882,121825.20,47.337491,8.567830,412.700000,,,1,12,0.700000
1900,121825.40,47.337488,8.567832,,4.057732,168.440000,0,0,
1903,121825.40,47.337488,8.567832,412.800000,,,1,12,0.740000
1918,121825.60,47.337486,8.567834,,4.278120,162.090000,0,0,
1921,121825.60,47.337486,8.567834,413.000000,,,1,12,0.670000
1938,121825.80,47.337483,8.567835,,4.522584,161.360000,0,0,
1941,121825.80,47.337483,8.567835,413.100000,,,1,12,0.670000
1958,121826.00,47.337481,8.567835,,4.442948,164.520000,0,0,
1960,121826.00,47.337481,8.567835,413.200000,,,1,12,0.670000
1978,121826.20,47.337479,8.567835,,4.202188,168.590000,0,0,
1981,121826.20,47.337479,8.567835,413.400000,,,1,12,0.670000
1999,121826.40,47.337478,8.567835,,3.713260,172.400000,0,0,
2001,121826.40,47.337478,8.567835,413.500000,,,1,12,0.670000
2019,121826.60,47.337475,8.567835,,4.194780,178.370000,0,0,
2021,121826.60,47.337475,8.567835,413.300000,,,1,12,0.670000
2038,121826.80,47.337474,8.567834,,3.729928,180.500000,0,0,
2040,121826.80,47.337474,8.567834,413.300000,,,1,12,0.670000
2059,121827.00,47.337473,8.567833,,3.679924,184.790000,0,0,
2061,121827.00,47.337473,8.567833,413.000000,,,1,12,0.670000
2079,121827.20,47.337471,8.567833,,3.465092,187.190000,0,0,
2081,121827.20,47.337471,8.567833,412.900000,,,1,12,0.690000
2099,121827.40,47.337470,8.567831,,3.329896,,0,0,
2101,121827.40,47.337470,8.567831,412.900000,,,1,12,0.690000
2119,121827.60,47.337469,8.567835,,2.087204,,0,0,
2121,121827.60,47.337469,8.567835,412.900000,,,1,12,0.690000
2138,121827.80,47.337467,8.567835,,2.572428,174.950000,0,0,
2140,121827.80,47.337467,8.567835,413.100000,,,1,12,0.690000
2159,121828.00,47.337463,8.567836,,4.055880,173.670000,0,0,
2160,121828.00,47.337463,8.567836,413.000000,,,1,12,0.690000
2180,121828.20,47.337460,8.567840,,5.181896,159.450000,0,0,
2182,121828.20,47.337460,8.567840,412.800000,,,1,12,0.690000
2199,121828.40,47.337457,8.567841,,4.733712,161.620000,0,0,
2202,121828.40,47.337457,8.567841,412.500000,,,1,12,0.790000
2220,121828.60,47.337455,8.567845,,5.441176,156.690000,0,0,
2222,121828.60,47.337455,8.567845,412.200000,,,1,12,0.790000
2240,121828.80,47.337452,8.567849,,4.392944,161.880000,0,0,
2242,121828.80,47.337452,8.567849,412.400000,,,1,12,0.750000
2261,121829.00,47.337451,8.567850,,4.452208,164.560000,0,0,
2263,121829.00,47.337451,8.567850,412.900000,,,1,12,0.740000
2282,121829.20,47.337450,8.567854,,4.231820,168.540000,0,0,
2283,121829.20,47.337450,8.567854,413.200000,,,1,12,0.740000
2301,121829.40,47.337449,8.567857,,4.309604,167.010000,0,0,
2303,121829.40,47.337449,8.567857,413.700000,,,1,12,0.740000
2322,121829.60,47.337448,8.567859,,4.383684,166.630000,0,0,
2324,121829.60,47.337448,8.567859,413.700000,,,1,12,0.740000
2341,121829.80,47.337446,8.567861,,4.533696,166.180000,0,0,
2343,121829.80,47.337446,8.567861,413.800000,,,1,12,0.740000
2361,121830.00,47.337444,8.567865,,4.454060,167.680000,0,0,
2363,121830.00,47.337444,8.567865,413.900000,,,1,12,0.740000
2380,121830.20,47.337442,8.567867,,4.541104,168.390000,0,0,
2382,121830.20,47.337442,8.567867,413.900000,,,1,12,0.740000
2398,121830.40,47.337440,8.567870,,4.346644,169.200000,0,0,
2400,121830.40,47.337440,8.567870,413.600000,,,1,12,0.740000
2419,121830.60,47.337438,8.567872,,4.211448,170.070000,0,0,
2422,121830.60,47.337438,8.567872,413.500000,,,1,12,0.740000
2439,121830.80,47.337437,8.567874,,4.202188,168.610000,0,0,
2442,121830.80,47.337437,8.567874,413.400000,,,1,12,0.740000
2459,121831.00,47.337435,8.567876,,3.954020,166.660000,0,0,
2461,121831.00,47.337435,8.567876,413.400000,,,1,12,0.740000
2480,121831.20,47.337434,8.567877,,4.044768,164.460000,0,0,
2482,121831.20,47.337434,8.567877,413.500000,,,1,12,0.740000
2500,121831.40,47.337433,8.567877,,3.881792,165.640000,0,0,
2503,121831.40,47.337433,8.567877,413.600000,,,1,12,0.670000
2520,121831.60,47.337431,8.567877,,4.033656,167.900000,0,0,
2522,121831.60,47.337431,8.567877,413.600000,,,1,12,0.670000
2540,121831.80,47.337429,8.567878,,4.283676,168.150000,0,0,
2542,121831.80,47.337429,8.567878,413.700000,,,1,12,0.670000
2561,121832.00,47.337427,8.567879,,4.261452,167.970000,0,0,
2564,121832.00,47.337427,8.567879,413.600000,,,1,12,0.670000
2580,121832.20,47.337425,8.567880,,4.239228,167.690000,0,0,
2583,121832.20,47.337425,8.567880,413.500000,,,1,12,0.670000
2600,121832.40,47.337424,8.567880,,4.231820,167.310000,0,0,
2603,121832.40,47.337424,8.567880,413.500000,,,1,12,0.670000
2621,121832.60,47.337422,8.567880,,4.311456,165.770000,0,0,
2623,121832.60,47.337422,8.567880,413.500000,,,1,12,0.670000
2641,121832.80,47.337421,8.567881,,4.348496,163.890000,0,0,
2643,121832.80,47.337421,8.567881,413.400000,,,1,12,0.670000
2660,121833.00,47.337419,8.567881,,4.115144,164.750000,0,0,
2663,121833.00,47.337419,8.567881,413.300000,,,1,12,0.670000
2680,121833.20,47.337418,8.567882,,4.494804,164.810000,0,0,
2682,121833.20,47.337418,8.567882,413.200000,,,1,12,0.670000
2701,121833.40,47.337416,8.567883,,4.337384,166.280000,0,0,
2703,121833.40,47.337416,8.567883,413.100000,,,1,12,0.670000
2719,121833.60,47.337414,8.567884,,4.474432,167.450000,0,0,
2722,121833.60,47.337414,8.567884,413.000000,,,1,12,0.670000
2740,121833.80,47.337412,8.567885,,4.361460,167.710000,0,0,
2743,121833.80,47.337412,8.567885,412.900000,,,1,12,0.670000
2764,121834.00,47.337410,8.567886,,4.313308,166.760000,0,0,
2766,121834.00,47.337410,8.567886,412.900000,,,1,12,0.670000
2781,121834.20,47.337408,8.567886,,4.291084,166.460000,0,0,
2783,121834.20,47.337408,8.567886,412.800000,,,1,12,0.700000
2800,121834.40,47.337406,8.567887,,4.165148,166.950000,0,0,
2802,121834.40,47.337406,8.567887,412.800000,,,1,12,0.700000
2821,121834.60,47.337405,8.567887,,4.241080,166.790000,0,0,
2823,121834.60,47.337405,8.567887,412.800000,,,1,12,0.700000
2841,121834.80,47.337403,8.567887,,4.363312,165.480000,0,0,
2843,121834.80,47.337403,8.567887,412.800000,,,1,12,0.700000
2862,121835.00,47.337401,8.567888,,4.320716,165.620000,0,0,
2864,121835.00,47.337401,8.567888,412.800000,,,1,12,0.700000
2880,121835.20,47.337399,8.567888,,4.116996,165.090000,0,0,
2882,121835.20,47.337399,8.567888,412.700000,,,1,12,0.700000
2900,121835.40,47.337397,8.567889,,4.050324,164.150000,0,0,
2901,121835.40,47.337397,8.567889,412.700000,,,1,12,0.700000
2920,121835.60,47.337395,8.567890,,4.176260,163.750000,0,0,
2922,121835.60,47.337395,8.567890,412.600000,,,1,12,0.700000
2940,121835.80,47.337394,8.567890,,4.367016,164.410000,0,0,
2943,121835.80,47.337394,8.567890,412.500000,,,1,12,0.700000
2964,121836.00,47.337392,8.567890,,4.307752,164.430000,0,0,
2966,121836.00,47.337392,8.567890,412.500000,,,1,12,0.700000
2981,121836.20,47.337390,8.567891,,4.470728,163.930000,0,0,
2983,121836.20,47.337390,8.567891,412.500000,,,1,12,0.700000
3001,121836.40,47.337388,8.567891,,4.483692,163.590000,0,0,
3003,121836.40,47.337388,8.567891,412.400000,,,1,12,0.700000
3021,121836.60,47.337386,8.567892,,4.376276,162.630000,0,0,
3023,121836.60,47.337386,8.567892,412.400000,,,1,12,0.700000
3040,121836.80,47.337384,8.567893,,4.263304,162.640000,0,0,
3043,121836.80,47.337384,8.567893,412.300000,,,1,12,0.700000
3061,121837.00,47.337382,8.567893,,4.270712,161.890000,0,0,
3063,121837.00,47.337382,8.567893,412.300000,,,1,12,0.700000
3081,121837.20,47.337380,8.567894,,4.091068,161.310000,0,0,
3083,121837.20,47.337380,8.567894,412.300000,,,1,12,0.670000
3101,121837.40,47.337379,8.567895,,4.200336,161.090000,0,0,
3104,121837.40,47.337379,8.567895,412.200000,,,1,12,0.670000
3121,121837.60,47.337377,8.567895,,4.296640,162.450000,0,0,
3123,121837.60,47.337377,8.567895,412.200000,,,1,12,0.670000
3142,121837.80,47.337375,8.567896,,4.278120,162.680000,0,0,
3145,121837.80,47.337375,8.567896,412.200000,,,1,12,0.670000
3164,121838.00,47.337373,8.567896,,4.172556,166.270000,0,0,
3167,121838.00,47.337373,8.567896,412.200000,,,1,12,0.670000
3193,121838.30,47.337370,8.567897,,3.998468,168.620000,0,0,
3195,121838.30,47.337370,8.567897,412.100000,,,1,12,0.670000
3214,121838.50,47.337368,8.567897,,3.996616,168.210000,0,0,
3216,121838.50,47.337368,8.567897,412.100000,,,1,12,0.670000
3233,121838.70,47.337366,8.567897,,4.167000,165.380000,0,0,
3236,121838.70,47.337366,8.567897,412.100000,,,1,12,0.670000
3252,121838.90,47.337364,8.567897,,4.161444,164.440000,0,0,
3254,121838.90,47.337364,8.567897,412.100000,,,1,12,0.670000
3272,121839.10,47.337361,8.567898,,4.270712,163.090000,0,0,
3275,121839.10,47.337361,8.567898,412.100000,,,1,12,0.670000
3292,121839.30,47.337359,8.567898,,4.437392,163.110000,0,0,
3294,121839.30,47.337359,8.567898,412.000000,,,1,12,0.670000
3311,121839.50,47.337357,8.567899,,4.381832,162.170000,0,0,
3313,121839.50,47.337357,8.567899,412.000000,,,1,12,0.670000
3332,121839.70,47.337355,8.567900,,4.376276,161.860000,0,0,
3334,121839.70,47.337355,8.567900,412.000000,,,1,12,0.670000
3352,121839.90,47.337353,8.567901,,4.365164,162.190000,0,0,
3354,121839.90,47.337353,8.567901,412.000000,,,1,12,0.670000
3372,121840.10,47.337351,8.567901,,4.235524,162.060000,0,0,
3374,121840.10,47.337351,8.567901,411.900000,,,1,12,0.670000
3392,121840.30,47.337349,8.567902,,4.581848,163.220000,0,0,
3394,121840.30,47.337349,8.567902,411.900000,,,1,12,0.670000
3412,121840.50,47.337347,8.567903,,4.448504,162.550000,0,0,
3414,121840.50,47.337347,8.567903,411.800000,,,1,12,0.670000
3431,121840.70,47.337345,8.567904,,4.437392,162.030000,0,0,
3433,121840.70,47.337345,8.567904,411.800000,,,1,12,0.670000
3452,121840.90,47.337343,8.567905,,4.455912,160.530000,0,0,
3454,121840.90,47.337343,8.567905,411.800000,,,1,12,0.670000
3472,121841.10,47.337341,8.567905,,4.196632,163.500000,0,0,
3474,121841.10,47.337341,8.567905,411.800000,,,1,12,0.670000
3492,121841.30,47.337339,8.567906,,4.076252,164.980000,0,0,
3494,121841.30,47.337339,8.567906,411.700000,,,1,12,0.670000
3511,121841.50,47.337337,8.567906,,3.981800,164.130000,0,0,
3514,121841.50,47.337337,8.567906,411.700000,,,1,12,0.670000
3533,121841.70,47.337335,8.567907,,4.237376,164.990000,0,0,
3535,121841.70,47.337335,8.567907,411.700000,,,1,12,0.670000
3554,121841.90,47.337333,8.567907,,4.081808,164.120000,0,0,
3557,121841.90,47.337333,8.567907,411.700000,,,1,12,0.670000
3582,121842.20,47.337330,8.567909,,4.033656,161.810000,0,0,
3585,121842.20,47.337330,8.567909,411.700000,,,1,12,0.670000
3602,121842.40,47.337328,8.567910,,4.018840,161.520000,0,0,
3604,121842.40,47.337328,8.567910,411.700000,,,1,12,0.670000
3621,121842.60,47.337326,8.567910,,4.205892,163.450000,0,0,
3623,121842.60,47.337326,8.567910,411.700000,,,1,12,0.670000
3642,121842.80,47.337324,8.567911,,4.374424,164.200000,0,0,
3644,121842.80,47.337324,8.567911,411.700000,,,1,12,0.670000
3663,121843.00,47.337322,8.567911,,4.331828,167.830000,0,0,
3665,121843.00,47.337322,8.567911,411.700000,,,1,12,0.670000
3683,121843.20,47.337320,8.567912,,4.479988,165.500000,0,0,
3685,121843.20,47.337320,8.567912,411.700000,,,1,12,0.670000
3701,121843.40,47.337318,8.567913,,4.441096,163.720000,0,0,
3704,121843.40,47.337318,8.567913,411.700000,,,1,12,0.670000
3726,121843.60,47.337316,8.567913,,4.417020,163.730000,0,0,
3728,121843.60,47.337316,8.567913,411.600000,,,1,12,0.670000
3751,121843.90,47.337312,8.567915,,4.448504,162.940000,0,0,
3753,121843.90,47.337312,8.567915,411.600000,,,1,12,0.670000
3773,121844.10,47.337310,8.567916,,4.613332,161.530000,0,0,
3775,121844.10,47.337310,8.567916,411.600000,,,1,12,0.670000
3793,121844.30,47.337308,8.567916,,4.424428,161.540000,0,0,
3795,121844.30,47.337308,8.567916,411.500000,,,1,12,0.670000
3813,121844.50,47.337306,8.567917,,4.239228,165.040000,0,0,
3815,121844.50,47.337306,8.567917,411.500000,,,1,12,0.670000
3832,121844.70,47.337304,8.567917,,4.096624,166.050000,0,0,
3834,121844.70,47.337304,8.567917,411.400000,,,1,12,0.670000
3853,121844.90,47.337302,8.567918,,4.078104,166.950000,0,0,
3855,121844.90,47.337302,8.567918,411.400000,,,1,12,0.670000
3875,121845.10,47.337300,8.567918,,4.015136,166.550000,0,0,
3876,121845.10,47.337300,8.567918,411.300000,,,1,12,0.670000
3892,121845.30,47.337298,8.567919,,4.254044,166.250000,0,0,
3894,121845.30,47.337298,8.567919,411.300000,,,1,12,0.670000
3912,121845.50,47.337296,8.567919,,3.905868,167.680000,0,0,
3914,121845.50,47.337296,8.567919,411.300000,,,1,12,0.670000
3932,121845.70,47.337294,8.567919,,4.100328,169.590000,0,0,
3934,121845.70,47.337294,8.567919,411.300000,,,1,12,0.670000
3951,121845.90,47.337292,8.567920,,4.102180,169.720000,0,0,
3953,121845.90,47.337292,8.567920,411.300000,,,1,12,0.670000
3971,121846.10,47.337290,8.567920,,4.333680,168.330000,0,0,
3974,121846.10,47.337290,8.567920,411.300000,,,1,12,0.670000
3991,121846.30,47.337288,8.567921,,4.517028,167.500000,0,0,
3993,121846.30,47.337288,8.567921,411.300000,,,1,12,0.670000
4011,121846.50,47.337286,8.567921,,4.668892,168.720000,0,0,
4013,121846.50,47.337286,8.567921,411.300000,,,1,12,0.670000
4031,121846.70,47.337284,8.567922,,4.722600,168.250000,0,0,
4033,121846.70,47.337284,8.567922,411.300000,,,1,12,0.670000
4051,121846.90,47.337282,8.567922,,4.385536,167.640000,0,0,
4053,121846.90,47.337282,8.567922,411.300000,,,1,12,0.670000
4072,121847.10,47.337279,8.567923,,4.365164,167.640000,0,0,
4074,121847.10,47.337279,8.567923,411.300000,,,1,12,0.670000
4090,121847.30,47.337277,8.567923,,4.287380,167.880000,0,0,
4092,121847.30,47.337277,8.567923,411.200000,,,1,12,0.670000
4111,121847.50,47.337275,8.567923,,4.118848,168.240000,0,0,
4113,121847.50,47.337275,8.567923,411.200000,,,1,12,0.670000
4131,121847.70,47.337273,8.567923,,4.352200,169.360000,0,0,
