Time [10ms],UTC,Lat [deg],Lon [deg],Alt [m],SpeedKMh,Course [deg],Fix,NumSat,HDOP
4134,121847.70,47.337273,8.567923,411.100000,,,1,12,0.670000
4151,121847.90,47.337271,8.567923,,4.226264,169.680000,0,0,
4153,121847.90,47.337271,8.567923,411.100000,,,1,12,0.670000
4171,121848.10,47.337269,8.567923,,4.350348,167.800000,0,0,
4173,121848.10,47.337269,8.567923,411.100000,,,1,12,0.670000
4190,121848.30,47.337267,8.567924,,4.013284,167.050000,0,0,
4192,121848.30,47.337267,8.567924,411.000000,,,1,12,0.670000
4210,121848.50,47.337265,8.567924,,4.074400,165.970000,0,0,
4212,121848.50,47.337265,8.567924,411.000000,,,1,12,0.670000
4232,121848.70,47.337263,8.567925,,4.178112,165.470000,0,0,
4234,121848.70,47.337263,8.567925,411.000000,,,1,12,0.670000
4252,121848.90,47.337261,8.567925,,4.042916,167.610000,0,0,
4255,121848.90,47.337261,8.567925,411.000000,,,1,12,0.670000
4274,121849.10,47.337259,8.567926,,4.311456,168.090000,0,0,
4276,121849.10,47.337259,8.567926,411.000000,,,1,12,0.670000
4293,121849.30,47.337257,8.567926,,4.011432,169.360000,0,0,
4295,121849.30,47.337257,8.567926,410.900000,,,1,12,0.670000
4313,121849.50,47.337255,8.567926,,4.246636,169.490000,0,0,
4315,121849.50,47.337255,8.567926,411.000000,,,1,12,0.670000
4332,121849.70,47.337253,8.567927,,4.068844,171.340000,0,0,
4334,121849.70,47.337253,8.567927,410.900000,,,1,12,0.670000
4351,121849.90,47.337251,8.567927,,4.113292,170.890000,0,0,
4353,121849.90,47.337251,8.567927,411.000000,,,1,12,0.670000
4373,121850.10,47.337249,8.567927,,4.252192,171.460000,0,0,
4375,121850.10,47.337249,8.567927,411.000000,,,1,12,0.670000
4392,121850.30,47.337246,8.567927,,4.194780,173.340000,0,0,
4395,121850.30,47.337246,8.567927,411.000000,,,1,12,0.670000
4412,121850.50,47.337244,8.567928,,4.522584,170.960000,0,0,
4415,121850.50,47.337244,8.567928,411.000000,,,1,12,0.670000
4432,121850.70,47.337242,8.567928,,4.609628,169.010000,0,0,
4435,121850.70,47.337242,8.567928,411.000000,,,1,12,0.670000
4453,121850.90,47.337240,8.567929,,4.579996,166.740000,0,0,
4455,121850.90,47.337240,8.567929,410.900000,,,1,12,0.670000
4473,121851.10,47.337238,8.567930,,4.335532,167.220000,0,0,
4475,121851.10,47.337238,8.567930,410.900000,,,1,12,0.670000
4492,121851.30,47.337236,8.567930,,4.641112,169.620000,0,0,
4495,121851.30,47.337236,8.567930,410.900000,,,1,12,0.670000
4512,121851.50,47.337234,8.567930,,4.244784,170.740000,0,0,
4515,121851.50,47.337234,8.567930,410.900000,,,1,12,0.670000
4532,121851.70,47.337232,8.567931,,3.896608,171.920000,0,0,
4535,121851.70,47.337232,8.567931,410.900000,,,1,12,0.670000
4552,121851.90,47.337230,8.567931,,4.052176,171.400000,0,0,
4555,121851.90,47.337230,8.567931,410.900000,,,1,12,0.670000
4573,121852.10,47.337228,8.567931,,3.939204,169.080000,0,0,
4575,121852.10,47.337228,8.567931,410.900000,,,1,12,0.670000
4592,121852.30,47.337226,8.567932,,4.161444,166.770000,0,0,
4594,121852.30,47.337226,8.567932,410.800000,,,1,12,0.670000
4609,121852.50,47.337224,8.567933,,3.974392,167.410000,0,0,
4611,121852.50,47.337224,8.567933,410.800000,,,1,12,0.670000
4630,121852.70,47.337222,8.567933,,4.287380,169.300000,0,0,
4633,121852.70,47.337222,8.567933,410.800000,,,1,12,0.670000
4650,121852.90,47.337220,8.567934,,4.128108,169.520000,0,0,
4653,121852.90,47.337220,8.567934,410.900000,,,1,12,0.670000
4671,121853.10,47.337218,8.567934,,4.279972,171.370000,0,0,
4673,121853.10,47.337218,8.567934,410.900000,,,1,12,0.670000
4693,121853.30,47.337216,8.567934,,4.305900,171.780000,0,0,
4695,121853.30,47.337216,8.567934,410.800000,,,1,12,0.670000
4711,121853.50,47.337214,8.567935,,4.222560,169.310000,0,0,
4713,121853.50,47.337214,8.567935,410.800000,,,1,12,0.670000
4732,121853.70,47.337211,8.567936,,4.307752,169.970000,0,0,
4734,121853.70,47.337211,8.567936,410.800000,,,1,12,0.670000
4751,121853.90,47.337209,8.567936,,4.517028,168.210000,0,0,
4753,121853.90,47.337209,8.567936,410.800000,,,1,12,0.670000
4772,121854.10,47.337207,8.567937,,4.341088,168.520000,0,0,
4774,121854.10,47.337207,8.567937,410.900000,,,1,12,0.670000
4791,121854.30,47.337205,8.567937,,4.311456,168.470000,0,0,
4793,121854.30,47.337205,8.567937,410.900000,,,1,12,0.670000
4811,121854.50,47.337203,8.567938,,3.994764,169.010000,0,0,
4813,121854.50,47.337203,8.567938,410.900000,,,1,12,0.670000
4831,121854.70,47.337201,8.567939,,4.337384,168.100000,0,0,
4833,121854.70,47.337201,8.567939,410.900000,,,1,12,0.670000
4850,121854.90,47.337199,8.567939,,4.335532,166.750000,0,0,
4853,121854.90,47.337199,8.567939,410.800000,,,1,12,0.670000
4870,121855.10,47.337197,8.567940,,4.224412,167.330000,0,0,
4873,121855.10,47.337197,8.567940,410.800000,,,1,12,0.670000
4891,121855.30,47.337195,8.567940,,4.250340,166.900000,0,0,
4894,121855.30,47.337195,8.567940,410.800000,,,1,12,0.670000
4912,121855.50,47.337193,8.567941,,4.113292,167.540000,0,0,
4913,121855.50,47.337193,8.567941,410.700000,,,1,12,0.670000
4932,121855.70,47.337191,8.567942,,4.009580,166.430000,0,0,
4933,121855.70,47.337191,8.567942,410.700000,,,1,12,0.670000
4950,121855.90,47.337189,8.567943,,3.915128,164.950000,0,0,
4953,121855.90,47.337189,8.567943,410.700000,,,1,12,0.670000
