Time [10ms],UTC,Lat [deg],Lon [deg],Alt [m],SpeedKMh,Course [deg],Fix,NumSat,HDOP
4830,121527.70,47.338026,8.567575,407.100000,,,1,12,0.670000
4848,121527.90,47.338027,8.567574,,2.744664,342.280000,0,0,
4850,121527.90,47.338027,8.567574,407.100000,,,1,12,0.670000
4870,121528.10,47.338029,8.567573,,2.715032,343.950000,0,0,
4872,121528.10,47.338029,8.567573,407.000000,,,1,12,0.670000
4888,121528.30,47.338030,8.567573,,2.766888,341.960000,0,0,
4890,121528.30,47.338030,8.567573,407.000000,,,1,12,0.670000
4908,121528.50,47.338031,8.567572,,2.329816,341.990000,0,0,
4910,121528.50,47.338031,8.567572,407.000000,,,1,12,0.670000
4927,121528.70,47.338032,8.567572,,2.633544,339.890000,0,0,
4930,121528.70,47.338032,8.567572,407.000000,,,1,12,0.670000
4947,121528.90,47.338034,8.567571,,2.639100,338.470000,0,0,
4949,121528.90,47.338034,8.567571,407.000000,,,1,12,0.670000
4968,121529.10,47.338035,8.567570,,2.783556,342.030000,0,0,
4971,121529.10,47.338035,8.567570,407.000000,,,1,12,0.670000
4988,121529.30,47.338037,8.567570,,2.940976,343.910000,0,0,
4991,121529.30,47.338037,8.567570,407.100000,,,1,12,0.670000
5008,121529.50,47.338038,8.567569,,2.787260,342.480000,0,0,
5010,121529.50,47.338038,8.567569,407.100000,,,1,12,0.670000
5028,121529.70,47.338039,8.567568,,3.016908,339.470000,0,0,
5030,121529.70,47.338039,8.567568,407.000000,,,1,12,0.670000
5048,121529.90,47.338041,8.567567,,2.683548,338.730000,0,0,
5050,121529.90,47.338041,8.567567,407.000000,,,1,12,0.670000
5070,121530.10,47.338042,8.567567,,2.626136,335.580000,0,0,
5072,121530.10,47.338042,8.567567,407.000000,,,1,12,0.670000
5087,121530.30,47.338043,8.567566,,2.913196,334.410000,0,0,
5090,121530.30,47.338043,8.567566,407.000000,,,1,12,0.670000
5108,121530.50,47.338044,8.567565,,2.820596,336.410000,0,0,
5109,121530.50,47.338044,8.567565,407.000000,,,1,12,0.670000
5128,121530.70,47.338046,8.567564,,2.863192,340.580000,0,0,
5131,121530.70,47.338046,8.567564,407.000000,,,1,12,0.670000
5148,121530.90,47.338047,8.567564,,2.779852,342.170000,0,0,
5150,121530.90,47.338047,8.567564,407.000000,,,1,12,0.670000
5170,121531.10,47.338048,8.567563,,3.192848,341.680000,0,0,
5173,121531.10,47.338048,8.567563,407.000000,,,1,12,0.670000
5188,121531.30,47.338050,8.567562,,3.037280,339.960000,0,0,
5190,121531.30,47.338050,8.567562,407.000000,,,1,12,0.670000
5207,121531.50,47.338051,8.567562,,2.992832,338.970000,0,0,
5209,121531.50,47.338051,8.567562,407.000000,,,1,12,0.670000
5228,121531.70,47.338052,8.567561,,2.783556,337.260000,0,0,
5230,121531.70,47.338052,8.567561,407.000000,,,1,12,0.670000
5250,121531.90,47.338054,8.567560,,2.905788,333.930000,0,0,
5253,121531.90,47.338054,8.567560,407.000000,,,1,12,0.670000
5270,121532.10,47.338055,8.567559,,2.896528,333.060000,0,0,
5273,121532.10,47.338055,8.567559,406.900000,,,1,12,0.670000
5290,121532.30,47.338056,8.567558,,2.933568,336.640000,0,0,
5292,121532.30,47.338056,8.567558,406.900000,,,1,12,0.670000
5310,121532.50,47.338058,8.567557,,2.896528,337.300000,0,0,
5312,121532.50,47.338058,8.567557,406.900000,,,1,12,0.670000
5330,121532.70,47.338059,8.567556,,2.894676,338.350000,0,0,
5332,121532.70,47.338059,8.567556,406.900000,,,1,12,0.670000
5350,121532.90,47.338060,8.567555,,2.907640,330.570000,0,0,
5352,121532.90,47.338060,8.567555,406.800000,,,1,12,0.670000
5371,121533.10,47.338062,8.567554,,2.698364,331.540000,0,0,
5373,121533.10,47.338062,8.567554,406.900000,,,1,12,0.670000
5389,121533.30,47.338063,8.567553,,3.115064,330.700000,0,0,
5391,121533.30,47.338063,8.567553,406.900000,,,1,12,0.670000
5409,121533.50,47.338064,8.567553,,3.087284,334.350000,0,0,
5411,121533.50,47.338064,8.567553,406.900000,,,1,12,0.670000
5430,121533.70,47.338066,8.567552,,3.391012,338.540000,0,0,
5433,121533.70,47.338066,8.567552,406.900000,,,1,12,0.670000
5451,121533.90,47.338067,8.567551,,3.396568,343.990000,0,0,
5453,121533.90,47.338067,8.567551,406.900000,,,1,12,0.670000
5470,121534.10,47.338069,8.567551,,3.487316,345.810000,0,0,
5473,121534.10,47.338069,8.567551,406.800000,,,1,12,0.670000
5488,121534.30,47.338070,8.567550,,3.076172,345.000000,0,0,
5491,121534.30,47.338070,8.567550,406.800000,,,1,12,0.670000
5510,121534.50,47.338072,8.567549,,3.107656,339.810000,0,0,
5512,121534.50,47.338072,8.567549,406.800000,,,1,12,0.670000
5530,121534.70,47.338073,8.567548,,3.242852,333.570000,0,0,
5533,121534.70,47.338073,8.567548,406.800000,,,1,12,0.670000
5551,121534.90,47.338074,8.567546,,3.063208,330.370000,0,0,
5553,121534.90,47.338074,8.567546,406.800000,,,1,12,0.670000
5572,121535.10,47.338075,8.567545,,3.005796,327.900000,0,0,
5574,121535.10,47.338075,8.567545,406.800000,,,1,12,0.670000
5590,121535.30,47.338077,8.567544,,2.885416,327.160000,0,0,
5592,121535.30,47.338077,8.567544,406.800000,,,1,12,0.670000
5610,121535.50,47.338078,8.567543,,2.935420,328.900000,0,0,
5613,121535.50,47.338078,8.567543,406.800000,,,1,12,0.670000
5630,121535.70,47.338079,8.567542,,3.057652,333.190000,0,0,
5633,121535.70,47.338079,8.567542,406.700000,,,1,12,0.670000
5651,121535.90,47.338081,8.567541,,2.972460,337.280000,0,0,
5653,121535.90,47.338081,8.567541,406.700000,,,1,12,0.670000
5672,121536.10,47.338082,8.567540,,2.576132,336.420000,0,0,
5674,121536.10,47.338082,8.567540,406.700000,,,1,12,0.670000
5689,121536.30,47.338083,8.567539,,2.876156,335.600000,0,0,
5692,121536.30,47.338083,8.567539,406.800000,,,1,12,0.670000
5710,121536.50,47.338085,8.567538,,2.700216,332.250000,0,0,
5712,121536.50,47.338085,8.567538,406.800000,,,1,12,0.670000
5730,121536.70,47.338086,8.567537,,2.774296,330.500000,0,0,
5732,121536.70,47.338086,8.567537,406.800000,,,1,12,0.670000
5749,121536.90,47.338087,8.567535,,3.196552,327.970000,0,0,
5752,121536.90,47.338087,8.567535,406.800000,,,1,12,0.670000
5771,121537.10,47.338088,8.567534,,2.889120,329.160000,0,0,
5774,121537.10,47.338088,8.567534,406.800000,,,1,12,0.670000
5790,121537.30,47.338090,8.567532,,3.289152,332.140000,0,0,
5793,121537.30,47.338090,8.567532,406.800000,,,1,12,0.670000
5810,121537.50,47.338091,8.567531,,3.105804,333.030000,0,0,
5812,121537.50,47.338091,8.567531,406.700000,,,1,12,0.670000
5830,121537.70,47.338092,8.567530,,3.090988,334.400000,0,0,
5832,121537.70,47.338092,8.567530,406.700000,,,1,12,0.670000
5850,121537.90,47.338094,8.567529,,3.000240,334.830000,0,0,
5853,121537.90,47.338094,8.567529,406.800000,,,1,12,0.670000
5871,121538.10,47.338095,8.567528,,3.152104,332.890000,0,0,
5873,121538.10,47.338095,8.567528,406.800000,,,1,12,0.670000
5889,121538.30,47.338096,8.567527,,2.978016,335.680000,0,0,
5891,121538.30,47.338096,8.567527,406.800000,,,1,12,0.670000
5910,121538.50,47.338098,8.567526,,3.146548,336.010000,0,0,
5912,121538.50,47.338098,8.567526,406.700000,,,1,12,0.670000
5930,121538.70,47.338099,8.567525,,3.035428,332.950000,0,0,
5931,121538.70,47.338099,8.567525,406.700000,,,1,12,0.670000
5949,121538.90,47.338100,8.567524,,2.727996,335.600000,0,0,
5951,121538.90,47.338100,8.567524,406.700000,,,1,12,0.670000
5971,121539.10,47.338101,8.567523,,2.866896,335.790000,0,0,
5973,121539.10,47.338101,8.567523,406.700000,,,1,12,0.670000
5989,121539.30,47.338102,8.567522,,2.824300,336.580000,0,0,
5991,121539.30,47.338102,8.567522,406.700000,,,1,12,0.670000
6009,121539.50,47.338104,8.567521,,2.874304,336.190000,0,0,
6012,121539.50,47.338104,8.567521,406.700000,,,1,12,0.670000
6028,121539.70,47.338105,8.567520,,2.937272,336.350000,0,0,
6030,121539.70,47.338105,8.567520,406.600000,,,1,12,0.670000
6049,121539.90,47.338106,8.567519,,2.646508,335.690000,0,0,
6052,121539.90,47.338106,8.567519,406.600000,,,1,12,0.670000
6070,121540.10,47.338107,8.567518,,2.644656,335.930000,0,0,
6073,121540.10,47.338107,8.567518,406.500000,,,1,12,0.670000
6088,121540.30,47.338108,8.567517,,2.952088,335.450000,0,0,
6091,121540.30,47.338108,8.567517,406.600000,,,1,12,0.670000
6108,121540.50,47.338110,8.567516,,3.150252,333.460000,0,0,
6111,121540.50,47.338110,8.567516,406.600000,,,1,12,0.670000
6129,121540.70,47.338111,8.567514,,3.252112,331.650000,0,0,
6131,121540.70,47.338111,8.567514,406.600000,,,1,12,0.670000
6148,121540.90,47.338112,8.567513,,3.205812,332.010000,0,0,
6151,121540.90,47.338112,8.567513,406.600000,,,1,12,0.670000
6169,121541.10,47.338114,8.567512,,2.963200,335.550000,0,0,
6172,121541.10,47.338114,8.567512,406.600000,,,1,12,0.670000
6188,121541.30,47.338115,8.567511,,3.042836,337.740000,0,0,
6190,121541.30,47.338115,8.567511,406.600000,,,1,12,0.670000
6208,121541.50,47.338117,8.567510,,3.261372,339.930000,0,0,
6211,121541.50,47.338117,8.567510,406.600000,,,1,12,0.670000
6229,121541.70,47.338118,8.567509,,3.192848,341.700000,0,0,
6232,121541.70,47.338118,8.567509,406.600000,,,1,12,0.670000
6249,121541.90,47.338120,8.567508,,3.092840,340.410000,0,0,
6251,121541.90,47.338120,8.567508,406.600000,,,1,12,0.670000
6270,121542.10,47.338121,8.567507,,3.048392,341.380000,0,0,
6273,121542.10,47.338121,8.567507,406.600000,,,1,12,0.670000
6290,121542.30,47.338123,8.567507,,3.285448,341.730000,0,0,
6292,121542.30,47.338123,8.567507,406.500000,,,1,12,0.670000
6309,121542.50,47.338124,8.567505,,3.029872,339.520000,0,0,
6311,121542.50,47.338124,8.567505,406.500000,,,1,12,0.670000
6330,121542.70,47.338126,8.567504,,3.068764,336.800000,0,0,
6332,121542.70,47.338126,8.567504,406.600000,,,1,12,0.670000
